"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"28-10-2020";"10-11-2020";384;501,7;11;14,4;8;10,5
"Lelystad";995;"Lelystad";78598;"28-10-2020";"10-11-2020";334;424,9;8;10,2;3;3,8
"Leudal";1640;"Leudal";35879;"28-10-2020";"10-11-2020";177;493,3;1;2,8;4;11,1
"Leusden";327;"Leusden";30401;"28-10-2020";"10-11-2020";138;453,9;1;3,3;0;0
"Lingewaard";1705;"Lingewaard";46601;"28-10-2020";"10-11-2020";255;547,2;3;6,4;3;6,4
"Lisse";553;"Lisse";22955;"28-10-2020";"10-11-2020";127;553,3;1;4,4;1;4,4
"Lochem";262;"Lochem";33729;"28-10-2020";"10-11-2020";81;240,1;1;3;1;3
"Loon op Zand";809;"Loon op Zand";23408;"28-10-2020";"10-11-2020";219;935,6;0;0;6;25,6
"Lopik";331;"Lopik";14467;"28-10-2020";"10-11-2020";127;877,9;0;0;0;0
"Loppersum";24;"Loppersum";9537;"28-10-2020";"10-11-2020";14;146,8;0;0;0;0
"Losser";168;"Losser";22683;"28-10-2020";"10-11-2020";153;674,5;2;8,8;2;8,8
"Maasdriel";263;"Maasdriel";25030;"28-10-2020";"10-11-2020";235;938,9;5;20;2;8
"Maasgouw";1641;"Maasgouw";23965;"28-10-2020";"10-11-2020";95;396,4;0;0;1;4,2
"Maassluis";556;"Maassluis";33213;"28-10-2020";"10-11-2020";226;680,5;6;18,1;1;3
"Maastricht";935;"Maastricht";121575;"28-10-2020";"10-11-2020";423;347,9;6;4,9;2;1,6
"Medemblik";420;"Medemblik";45101;"28-10-2020";"10-11-2020";220;487,8;1;2,2;0;0
"Meerssen";938;"Meerssen";18828;"28-10-2020";"10-11-2020";57;302,7;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"28-10-2020";"10-11-2020";389;479,1;3;3,7;1;1,2
"Meppel";119;"Meppel";33920;"28-10-2020";"10-11-2020";87;256,5;0;0;0;0
"Middelburg";687;"Middelburg";48822;"28-10-2020";"10-11-2020";172;352,3;5;10,2;3;6,1
"Midden-Delfland";1842;"Midden-Delfland";19341;"28-10-2020";"10-11-2020";92;475,7;1;5,2;3;15,5
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"28-10-2020";"10-11-2020";92;277,2;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"28-10-2020";"10-11-2020";77;126,7;2;3,3;1;1,6
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"28-10-2020";"10-11-2020";70;639,9;4;36,6;1;9,1
"Moerdijk";1709;"Moerdijk";37129;"28-10-2020";"10-11-2020";283;762,2;4;10,8;8;21,5
"Molenlanden";1978;"Molenlanden";43909;"28-10-2020";"10-11-2020";393;895;1;2,3;0;0
"Montferland";1955;"Montferland";36011;"28-10-2020";"10-11-2020";195;541,5;1;2,8;2;5,6
"Montfoort";335;"Montfoort";13917;"28-10-2020";"10-11-2020";103;740,1;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"28-10-2020";"10-11-2020";35;446;0;0;2;25,5
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"28-10-2020";"10-11-2020";134;550,6;1;4,1;0;0
"Nederweert";946;"Nederweert";17019;"28-10-2020";"10-11-2020";108;634,6;3;17,6;1;5,9
"Nieuwegein";356;"Nieuwegein";63462;"28-10-2020";"10-11-2020";331;521,6;2;3,2;2;3,2
"Nieuwkoop";569;"Nieuwkoop";28811;"28-10-2020";"10-11-2020";166;576,2;2;6,9;4;13,9
"Nijkerk";267;"Nijkerk";43171;"28-10-2020";"10-11-2020";241;558,2;2;4,6;2;4,6
"Nijmegen";268;"Nijmegen";177659;"28-10-2020";"10-11-2020";785;441,9;11;6,2;14;7,9
"Nissewaard";1930;"Nissewaard";85219;"28-10-2020";"10-11-2020";737;864,8;7;8,2;5;5,9
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"28-10-2020";"10-11-2020";80;176,9;2;4,4;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"28-10-2020";"10-11-2020";28;378,8;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"28-10-2020";"10-11-2020";16;51,2;1;3,2;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"28-10-2020";"10-11-2020";145;306,6;0;0;1;2,1
"Noordwijk";575;"Noordwijk";43508;"28-10-2020";"10-11-2020";273;627,5;6;13,8;2;4,6
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"28-10-2020";"10-11-2020";134;573,1;0;0;1;4,3
"Nunspeet";302;"Nunspeet";27851;"28-10-2020";"10-11-2020";96;344,7;1;3,6;0;0
"Oegstgeest";579;"Oegstgeest";24840;"28-10-2020";"10-11-2020";118;475;2;8,1;0;0
"Oirschot";823;"Oirschot";18714;"28-10-2020";"10-11-2020";130;694,7;0;0;5;26,7
"Oisterwijk";824;"Oisterwijk";26245;"28-10-2020";"10-11-2020";169;643,9;1;3,8;2;7,6
"Oldambt";1895;"Oldambt";38209;"28-10-2020";"10-11-2020";53;138,7;1;2,6;1;2,6
"Oldebroek";269;"Oldebroek";23646;"28-10-2020";"10-11-2020";67;283,3;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"28-10-2020";"10-11-2020";196;615,7;3;9,4;5;15,7
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"28-10-2020";"10-11-2020";62;339,7;0;0;0;0
"Ommen";175;"Ommen";18009;"28-10-2020";"10-11-2020";77;427,6;0;0;1;5,6
"Oost Gelre";1586;"Oost Gelre";29627;"28-10-2020";"10-11-2020";200;675,1;0;0;8;27
"Oosterhout";826;"Oosterhout";55982;"28-10-2020";"10-11-2020";505;902,1;1;1,8;2;3,6
"Ooststellingwerf";85;"Ooststellingwerf";25469;"28-10-2020";"10-11-2020";60;235,6;1;3,9;0;0
"Oostzaan";431;"Oostzaan";9735;"28-10-2020";"10-11-2020";55;565;1;10,3;0;0
"Opmeer";432;"Opmeer";11836;"28-10-2020";"10-11-2020";63;532,3;1;8,4;0;0
"Opsterland";86;"Opsterland";29733;"28-10-2020";"10-11-2020";34;114,4;1;3,4;0;0
"Oss";828;"Oss";91915;"28-10-2020";"10-11-2020";704;765,9;7;7,6;1;1,1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"28-10-2020";"10-11-2020";206;523;1;2,5;1;2,5
"Ouder-Amstel";437;"Ouder-Amstel";14026;"28-10-2020";"10-11-2020";62;442;0;0;0;0
"Oudewater";589;"Oudewater";10230;"28-10-2020";"10-11-2020";48;469,2;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"28-10-2020";"10-11-2020";197;411,2;1;2,1;0;0
"Papendrecht";590;"Papendrecht";32136;"28-10-2020";"10-11-2020";265;824,6;0;0;4;12,4
"Peel en Maas";1894;"Peel en Maas";43425;"28-10-2020";"10-11-2020";194;446,7;1;2,3;0;0
"Pekela";765;"Pekela";12196;"28-10-2020";"10-11-2020";22;180,4;1;8,2;2;16,4
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"28-10-2020";"10-11-2020";362;654,5;3;5,4;2;3,6
"Purmerend";439;"Purmerend";81249;"28-10-2020";"10-11-2020";393;483,7;2;2,5;4;4,9
"Putten";273;"Putten";24112;"28-10-2020";"10-11-2020";145;601,4;0;0;1;4,1
"Raalte";177;"Raalte";37712;"28-10-2020";"10-11-2020";199;527,7;0;0;1;2,7
"Reimerswaal";703;"Reimerswaal";22730;"28-10-2020";"10-11-2020";79;347,6;2;8,8;3;13,2
"Renkum";274;"Renkum";31419;"28-10-2020";"10-11-2020";131;416,9;3;9,5;0;0
"Renswoude";339;"Renswoude";5444;"28-10-2020";"10-11-2020";26;477,6;0;0;0;0
