"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Hollands Kroon";1911;"Hollands Kroon";48432;"14-10-2020";"27-10-2020";212;437,7;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"14-10-2020";"27-10-2020";309;554,8;2;3,6;4;7,2
"Hoorn";405;"Hoorn";73261;"14-10-2020";"27-10-2020";465;634,7;1;1,4;3;4,1
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"14-10-2020";"27-10-2020";339;799;2;4,7;0;0
"Houten";321;"Houten";50146;"14-10-2020";"27-10-2020";409;815,6;4;8;6;12
"Huizen";406;"Huizen";41273;"14-10-2020";"27-10-2020";342;828,6;3;7,3;0;0
"Hulst";677;"Hulst";27556;"14-10-2020";"27-10-2020";133;482,7;3;10,9;0;0
"IJsselstein";353;"IJsselstein";34109;"14-10-2020";"27-10-2020";285;835,6;6;17,6;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"14-10-2020";"27-10-2020";252;923,2;1;3,7;0;0
"Kampen";166;"Kampen";54319;"14-10-2020";"27-10-2020";155;285,4;2;3,7;0;0
"Kapelle";678;"Kapelle";12695;"14-10-2020";"27-10-2020";31;244,2;1;7,9;0;0
"Katwijk";537;"Katwijk";65753;"14-10-2020";"27-10-2020";793;1206;6;9,1;5;7,6
"Kerkrade";928;"Kerkrade";45749;"14-10-2020";"27-10-2020";172;376;5;10,9;1;2,2
"Koggenland";1598;"Koggenland";22749;"14-10-2020";"27-10-2020";119;523,1;2;8,8;0;0
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"14-10-2020";"27-10-2020";325;1100,7;2;6,8;7;23,7
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"14-10-2020";"27-10-2020";452;802,6;5;8,9;1;1,8
"Laarbeek";1659;"Laarbeek";22523;"14-10-2020";"27-10-2020";150;666;0;0;0;0
"Landerd";1685;"Landerd";15730;"14-10-2020";"27-10-2020";147;934,5;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"14-10-2020";"27-10-2020";114;304,4;2;5,3;1;2,7
"Landsmeer";415;"Landsmeer";11491;"14-10-2020";"27-10-2020";80;696,2;0;0;0;0
"Langedijk";416;"Langedijk";28163;"14-10-2020";"27-10-2020";162;575,2;1;3,6;1;3,6
"Lansingerland";1621;"Lansingerland";62384;"14-10-2020";"27-10-2020";609;976,2;4;6,4;6;9,6
"Laren";417;"Laren";11280;"14-10-2020";"27-10-2020";75;664,9;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"14-10-2020";"27-10-2020";336;270,8;4;3,2;3;2,4
"Leiden";546;"Leiden";125099;"14-10-2020";"27-10-2020";1238;989,6;14;11,2;8;6,4
"Leiderdorp";547;"Leiderdorp";27056;"14-10-2020";"27-10-2020";254;938,8;8;29,6;0;0
