"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"22-07-2020";"04-08-2020";18;32;0;0;0;0
"Laarbeek";1659;"Laarbeek";22523;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Landerd";1685;"Landerd";15730;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Landgraaf";882;"Landgraaf";37445;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Landsmeer";415;"Landsmeer";11491;"22-07-2020";"04-08-2020";1;8,7;0;0;0;0
"Langedijk";416;"Langedijk";28163;"22-07-2020";"04-08-2020";7;24,9;0;0;0;0
"Lansingerland";1621;"Lansingerland";62384;"22-07-2020";"04-08-2020";21;33,7;0;0;0;0
"Laren";417;"Laren";11280;"22-07-2020";"04-08-2020";3;26,6;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"22-07-2020";"04-08-2020";2;1,6;0;0;0;0
"Leiden";546;"Leiden";125099;"22-07-2020";"04-08-2020";33;26,4;0;0;0;0
"Leiderdorp";547;"Leiderdorp";27056;"22-07-2020";"04-08-2020";6;22,2;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"22-07-2020";"04-08-2020";13;17;1;1,3;0;0
"Lelystad";995;"Lelystad";78598;"22-07-2020";"04-08-2020";1;1,3;0;0;0;0
"Leudal";1640;"Leudal";35879;"22-07-2020";"04-08-2020";1;2,8;0;0;0;0
"Leusden";327;"Leusden";30401;"22-07-2020";"04-08-2020";5;16,4;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Lisse";553;"Lisse";22955;"22-07-2020";"04-08-2020";8;34,9;0;0;0;0
"Lochem";262;"Lochem";33729;"22-07-2020";"04-08-2020";1;3;0;0;0;0
